3057.090685|1.014088439
3057.111116|1.014185313
3057.131548|1.013885865
3057.172411|1.014151038
3057.192843|1.014193309
3057.213274|1.01416971
3057.233706|1.013962616
3057.254138|1.01403783
3057.274569|1.013803185
3057.295001|1.013843533
3057.315433|1.013882574
3057.335864|1.013940282
3057.356296|1.013799903
3057.376728|1.013717033
3057.397159|1.013985347
3057.417591|1.013863011
3057.438023|1.014041276
3057.458454|1.01377319
3057.478886|1.013979545
3057.499317|1.01405727
3057.519749|1.013994278
3057.540181|1.013961752
3057.560612|1.013949593
3057.581044|1.014008457
3057.601476|1.013979906
3057.621907|1.013819584
3057.662771|1.01349535
3057.683202|1.013563329
3057.703634|1.013511283
3057.724066|1.013440379
3057.744497|1.013386158
3057.764929|1.013324806
3057.785361|1.013436836
3057.805792|1.013797402
3057.826224|1.01342953
3057.846656|1.013583488
3057.867087|1.013531558
3057.907951|1.013744249
3057.928382|1.01377388
3057.948814|1.013646478
3057.969246|1.013635041
3057.989677|1.013482304
3058.010109|1.01330455
3058.030541|1.013504817
3058.050972|1.013552196
3058.071404|1.013318603
3058.091836|1.01328249
3058.112267|1.013177086
3058.153131|1.01405876
3058.173562|1.013909895
3058.193994|1.013788691
3058.214426|1.013783139
3058.234857|1.013848299
3058.255289|1.01395467
3058.27572|1.01388222
3058.296152|1.013971665
3058.316584|1.013983829
3058.337015|1.014008608
3058.357447|1.013958549
3058.377879|1.013777379
3058.39831|1.013861617
3058.418742|1.013852047
3058.439174|1.013852281
3058.459605|1.013900415
3058.480037|1.013852576
3058.500469|1.014070742
3058.5209|1.014054178
3058.541332|1.01417713
3058.561764|1.01391595
3058.582195|1.008765982
3058.602627|1.004181934
3058.64349|1.003395643
3058.663922|1.003410699
3058.684354|1.00352357
3058.704785|1.004207883
3058.725217|1.005896538
3058.745649|1.013323389
3058.766081|1.014305915
3058.786512|1.014450108
3058.806944|1.014143125
3058.827375|1.014216409
3058.847807|1.014196414
3058.88867|1.014031372
3058.909102|1.01412061
3058.929534|1.014228711
3058.949965|1.014100625
3058.970397|1.014237996
3058.990829|1.014187148
3059.01126|1.014403038
3059.031692|1.014274799
3059.052124|1.01453041
3059.072555|1.014202496
3059.092987|1.014491014
3059.13385|1.01448357
3059.154282|1.014403431
3059.174714|1.014215268
3059.195145|1.014106078
3059.215577|1.014048847
3059.236009|1.013969557
3059.25644|1.014166757
3059.276872|1.014067173
3059.297304|1.014259691
3059.317736|1.013782406
3059.338167|1.014136634
3059.379031|1.014323537
3059.399462|1.013876385
3059.419894|1.014253041
3059.440326|1.014022858
3059.460757|1.014168064
3059.481189|1.014154421
3059.501621|1.014067359
3059.522052|1.014188697
3059.542484|1.014196797
3059.562916|1.013892809
3059.583347|1.014215225
3059.624211|1.014509434
3059.644642|1.014001664
3059.665074|1.014072507
3059.685506|1.014060641
3059.705937|1.014088807
3059.726369|1.013932831
3059.746801|1.01407003
3059.767232|1.013973028
3059.787664|1.014038512
3059.808096|1.01394062
3059.828527|1.014113922
3059.869391|1.013900703
3059.889822|1.013820829
3059.910254|1.013767181
3059.930686|1.01407163
3059.951118|1.013698746
3059.971549|1.013694596
3059.991981|1.013423302
3060.012412|1.013607652
3060.032844|1.013546282
3060.053276|1.013737684
3060.073707|1.013579427
3060.114571|1.01364241
3060.135002|1.014066572
3060.155434|1.013716248
3060.175866|1.014135273
3060.196298|1.014248997
3060.216729|1.013919377
3060.237161|1.01381799
3060.257593|1.013755005
3060.278024|1.013980352
3060.298456|1.013914437
3060.318888|1.014010739
3060.359751|1.013581775
3060.380183|1.013802597
3060.400614|1.013844662
3060.421046|1.013763292
3060.441478|1.013826455
3060.46191|1.013886426
3060.482341|1.01403088
3060.502773|1.013962717
3060.523205|1.013941608
3060.543636|1.013932375
3060.564068|1.014173354
3060.604931|1.014315039
3060.625363|1.014279718
3060.645795|1.014415207
3060.666226|1.014292338
3060.686658|1.014173451
3060.70709|1.01437262
3060.727521|1.014100174
3060.747953|1.014259457
3060.768385|1.014592226
3060.788816|1.014241165
3060.809248|1.014209511
3060.850111|1.014392144
3060.870543|1.014157621
3060.890975|1.014241712
3060.911406|1.014442741
3060.931838|1.014537106
3060.95227|1.014375561
3060.972702|1.01441548
3060.993133|1.014423295
3061.013565|1.014494575
3061.033997|1.014567793
3061.054428|1.014376638
3061.095292|1.014525254
3061.115724|1.01448713
3061.136155|1.014830452
3061.156587|1.014539652
3061.177019|1.014540588
3061.19745|1.013637715
3061.217882|1.005998062
3061.238314|1.004428829
3061.258745|1.003814532
3061.279177|1.003677713
3061.299609|1.003789084
3061.340472|1.004825893
3061.360904|1.009250124
3061.381335|1.014750236
3061.401767|1.014534923
3061.422199|1.014565034
3061.442631|1.014192165
3061.463062|1.014387598
3061.483494|1.014744994
3061.503926|1.014909149
3061.524357|1.014396822
3061.544789|1.014198546
3061.585652|1.014215409
3061.606084|1.014413412
3061.626516|1.014467361
3061.646948|1.014221122
3061.667379|1.014413245
3061.687811|1.014145921
3061.708243|1.014399028
3061.728674|1.014569869
3061.749106|1.014272768
3061.769538|1.014256721
3061.789969|1.014226248
3061.830833|1.014232669
3061.851264|1.014352571
3061.871696|1.014563209
3061.892128|1.014209366
3061.91256|1.014296006
3061.932991|1.014213648
3061.953423|1.014243012
3061.973855|1.014445477
3061.994286|1.01458602
3062.014718|1.014456074
3062.03515|1.014269071
3062.096445|1.014363954
3062.116877|1.014036416
3062.137308|1.01429368
3062.15774|1.014342553
3062.178172|1.01399439
3062.198603|1.014177253
3062.219035|1.013848203
3062.239467|1.014001611
3062.259899|1.013795915
3062.28033|1.013903358
3062.300762|1.013859956
3062.321194|1.014079605
3062.341625|1.014105929
3062.362057|1.014136481
3062.382489|1.014033349
3062.40292|1.013929511
3062.423352|1.013743145
3062.443784|1.014041292
3062.464216|1.013758344
3062.484647|1.014120868
3062.505079|1.013945002
3062.525511|1.014093358
3062.566374|1.014379663
3062.586806|1.014443411
3062.607238|1.01431251
3062.627669|1.014492721
